department_id,business_unit,department_type,division_description,is_deleted,created_at
438,PYZ,Production,Billable Consultants,False,2026-09-09 19:39:37
439,SVG,Production,People Services,False,2026-09-09 19:39:37
440,MSC,Production,Shop (Fleet),False,2026-09-09 19:39:37
441,WBL,Production,Shop (Fleet),False,2026-09-09 19:39:37
442,BPC,Production,Fielders,False,2026-09-09 19:39:37
443,CCDR,Production,Sales & Marketing,False,2026-09-09 19:39:37
444,BPC,Production,Technology / It,False,2026-09-09 19:39:37
445,WBL,Production,Technology / It,False,2026-09-09 19:39:37
446,PL,Production,Yard (Material Handling),False,2026-09-09 19:39:37
447,PL,Production,Finance & Accounting,False,2026-09-09 19:39:37
448,PL,Production,Fielders,False,2026-09-09 19:39:37
449,BPC,Production,General - Eng,False,2026-09-09 19:39:37
450,EW,Production,Executive,False,2026-09-09 19:39:37
451,TNS,IT/IS,Aerial,False,2026-09-09 19:39:37
452,PYZ,IT/IS,Finance & Accounting,False,2026-09-09 19:39:37
453,CCDR,IT/IS,Catv,False,2026-09-09 19:39:37
454,CCDR,IT/IS,Executive,False,2026-09-09 19:39:37
455,TNS,IT/IS,Safety,False,2026-09-09 19:39:37
456,SVG,Admin Offices,Aerial,False,2026-09-09 19:39:37
457,MSC,Sales,Finance & Accounting,False,2026-09-09 19:39:37
458,PL,IT/IS,Wireline Construction,False,2026-09-09 19:39:37
459,WBL,IT/IS,Fielders,False,2026-09-09 19:39:37
460,SVG,Admin Offices,General - Sga,False,2026-09-09 19:39:37
461,EW,IT/IS,Catv,False,2026-09-09 19:39:37
462,MSC,Sales,Aerial,False,2026-09-09 19:39:37
463,NEL,IT/IS,Finance & Accounting,False,2026-09-09 19:39:37
464,BPC,IT/IS,Aerial,False,2026-09-09 19:39:37
465,EW,IT/IS,Splicing,False,2026-09-09 19:39:37
466,MSC,IT/IS,Project Management - Con,False,2026-09-09 19:39:37
467,BPC,Admin Offices,Splicing,False,2026-09-09 19:39:37
468,CCDR,Admin Offices,Aerial,False,2026-09-09 19:39:37
469,MSC,Sales,Project Management - Con,False,2026-09-09 19:39:37
470,EW,IT/IS,Aerial,False,2026-09-09 19:39:37
471,WBL,IT/IS,Engineers,False,2026-09-09 19:39:37
472,SVG,IT/IS,Finance & Accounting,False,2026-09-09 19:39:37
473,MSC,IT/IS,Shop (Fleet),False,2026-09-09 19:39:37
474,NEL,Admin Offices,Yard (Material Handling),False,2026-09-09 19:39:37
475,SVG,IT/IS,Isp,False,2026-09-09 19:39:37
476,MSC,IT/IS,General - Con,False,2026-09-09 19:39:37
477,EW,IT/IS,Billable Consultants,False,2026-09-09 19:39:37
478,PL,Admin Offices,Executive,False,2026-09-09 19:39:37
479,CCDR,IT/IS,Project Management - Con,False,2026-09-09 19:39:37
480,EW,Sales,Aerial,False,2026-09-09 19:39:37
481,EW,IT/IS,Project Management - Con,False,2026-09-09 19:39:37
482,PYZ,IT/IS,Splicing,False,2026-09-09 19:39:37
483,PYZ,Sales,General - Eng,False,2026-09-09 19:39:37
484,TNS,IT/IS,Yard (Material Handling),False,2026-09-09 19:39:37
485,PYZ,Production,Underground,False,2026-09-09 19:39:37
486,MSC,Production,Finance & Accounting,False,2026-09-09 19:39:37
487,PL,Production,Wireless,False,2026-09-09 19:39:37
488,NEL,Production,Technology / It,False,2026-09-09 19:39:37
489,MSC,Production,Wireline Construction,False,2026-09-09 19:39:37
490,TNS,Production,Project Management - Eng,False,2026-09-09 19:39:37
491,BPC,Production,Executive,False,2026-09-09 19:39:37
492,SVG,Production,Yard (Material Handling),False,2026-09-09 19:39:37
493,PYZ,Production,Technology / It,False,2026-09-09 19:39:37
494,WBL,Production,Isp,False,2026-09-09 19:39:37
495,PYZ,Production,People Services,False,2026-09-09 19:39:37
496,BPC,Production,Billable Consultants,False,2026-09-09 19:39:37
497,PYZ,Production,Catv,False,2026-09-09 19:39:37
498,MSC,Production,Fielders,False,2026-09-09 19:39:37
499,PL,Production,People Services,False,2026-09-09 19:39:37
500,NEL,Sales,Aerial,False,2026-09-09 19:39:37
501,TNS,Sales,Yard (Material Handling),False,2026-09-09 19:39:37
502,TNS,Sales,Splicing,False,2026-09-09 19:39:37
503,PYZ,Sales,Field Operations,False,2026-09-09 19:39:37
504,WBL,Sales,Aerial,False,2026-09-09 19:39:37
505,TNS,Sales,Underground,False,2026-09-09 19:39:37
506,SVG,Production,Finance & Accounting,False,2026-09-09 19:39:37
507,PYZ,Production,Sales & Marketing,False,2026-09-09 19:39:37
508,CCDR,Production,Catv,False,2026-09-09 19:39:37
509,NEL,Production,Executive,False,2026-09-09 19:39:37
510,BPC,Production,Wireless,False,2026-09-09 19:39:37
511,CCDR,Production,Isp,False,2026-09-09 19:39:37
512,NEL,Production,Wireless,False,2026-09-09 19:39:37
513,PL,Production,Shop (Fleet),False,2026-09-09 19:39:37
514,PYZ,IT/IS,Wireline Construction,False,2026-09-09 19:39:37
515,EW,IT/IS,Shop (Fleet),False,2026-09-09 19:39:37
516,TNS,IT/IS,People Services,False,2026-09-09 19:39:37
517,SVG,IT/IS,Wireline Construction,False,2026-09-09 19:39:37
518,BPC,IT/IS,Executive,False,2026-09-09 19:39:37
519,TNS,IT/IS,Underground,False,2026-09-09 19:39:37
520,MSC,IT/IS,Splicing,False,2026-09-09 19:39:37
521,CCDR,IT/IS,Shop (Fleet),False,2026-09-09 19:39:37
522,WBL,IT/IS,Underground,False,2026-09-09 19:39:37
523,TNS,IT/IS,Project Management - Con,False,2026-09-09 19:39:37
524,SVG,IT/IS,Catv,False,2026-09-09 19:39:37
525,EW,IT/IS,Technology / It,False,2026-09-09 19:39:37
526,TNS,IT/IS,Finance & Accounting,False,2026-09-09 19:39:37
527,PYZ,IT/IS,Project Management - Con,False,2026-09-09 19:39:37
528,WBL,IT/IS,General - Eng,False,2026-09-09 19:39:37
529,TNS,IT/IS,Engineers,False,2026-09-09 19:39:37
530,PYZ,IT/IS,Executive,False,2026-09-09 19:39:37
531,WBL,IT/IS,Project Management - Eng,False,2026-09-09 19:39:37
532,CCDR,Production,Wireless,False,2026-09-09 19:39:37
533,EW,Production,Safety,False,2026-09-09 19:39:37
534,EW,Sales,Wireline Construction,False,2026-09-09 19:39:37
535,BPC,Executive Office,Project Management - Con,False,2026-09-09 19:39:37
536,TNS,Executive Office,Aerial,False,2026-09-09 19:39:37
537,BPC,IT/IS,Yard (Material Handling),False,2026-09-09 19:39:37
538,PYZ,Production,Executive,False,2026-09-09 19:39:37
539,BPC,IT/IS,Catv,False,2026-09-09 19:39:37
540,SVG,Production,Safety,False,2026-09-09 19:39:37
541,TNS,IT/IS,Splicing,False,2026-09-09 19:39:37
542,BPC,IT/IS,People Services,False,2026-09-09 19:39:37
543,EW,Admin Offices,Splicing,False,2026-09-09 19:39:37
544,MSC,Production,Corp Operations,False,2026-09-09 19:39:37
545,PYZ,Executive Office,Yard (Material Handling),False,2026-09-09 19:39:37
546,CCDR,IT/IS,Splicing,False,2026-09-09 19:39:37
547,PYZ,IT/IS,Isp,False,2026-09-09 19:39:37
548,NEL,Software Engineering,Wireless,False,2026-09-09 19:39:37
549,NEL,IT/IS,Fielders,False,2026-09-09 19:39:37
550,PL,IT/IS,Underground,False,2026-09-09 19:39:37
551,PL,Software Engineering,Project Management - Con,False,2026-09-09 19:39:37
552,CCDR,Software Engineering,Finance & Accounting,False,2026-09-09 19:39:37
553,EW,Software Engineering,Billable Consultants,False,2026-09-09 19:39:37
554,MSC,Software Engineering,Aerial,False,2026-09-09 19:39:37
555,NEL,Software Engineering,Engineers,False,2026-09-09 19:39:37
556,PYZ,IT/IS,General - Eng,False,2026-09-09 19:39:37
557,NEL,IT/IS,General - Sga,False,2026-09-09 19:39:37
558,NEL,Software Engineering,Splicing,False,2026-09-09 19:39:37
559,CCDR,IT/IS,Finance & Accounting,False,2026-09-09 19:39:37
560,NEL,Software Engineering,Underground,False,2026-09-09 19:39:37
561,PL,Software Engineering,Yard (Material Handling),False,2026-09-09 19:39:37
562,BPC,Software Engineering,Executive,False,2026-09-09 19:39:37
563,BPC,IT/IS,Wireline Construction,False,2026-09-09 19:39:37
564,SVG,IT/IS,Splicing,False,2026-09-09 19:39:37
565,PL,IT/IS,Finance & Accounting,False,2026-09-09 19:39:37
566,PL,IT/IS,General - Eng,False,2026-09-09 19:39:37
567,CCDR,Sales,Project Management - Eng,False,2026-09-09 19:39:37
568,BPC,IT/IS,Fielders,False,2026-09-09 19:39:37
569,EW,Sales,Billable Consultants,False,2026-09-09 19:39:37
570,PYZ,Sales,Splicing,False,2026-09-09 19:39:37
571,CCDR,Sales,General - Sga,False,2026-09-09 19:39:37
572,PYZ,Sales,Wireline Construction,False,2026-09-09 19:39:37
573,MSC,Sales,Shop (Fleet),False,2026-09-09 19:39:37
574,BPC,Sales,Finance & Accounting,False,2026-09-09 19:39:37
575,MSC,Sales,Wireline Construction,False,2026-09-09 19:39:37
576,BPC,Sales,Fielders,False,2026-09-09 19:39:37
577,PYZ,Sales,Aerial,False,2026-09-09 19:39:37
578,WBL,Sales,Corp Operations,False,2026-09-09 19:39:37
579,BPC,Sales,Yard (Material Handling),False,2026-09-09 19:39:37
580,EW,Admin Offices,Wireline Construction,False,2026-09-09 19:39:37
581,NEL,Sales,Splicing,False,2026-09-09 19:39:37
582,SVG,Sales,Fielders,False,2026-09-09 19:39:37
583,NEL,Sales,Project Management - Eng,False,2026-09-09 19:39:37
584,SVG,Sales,Catv,False,2026-09-09 19:39:37
585,PL,Sales,Technology / It,False,2026-09-09 19:39:37
586,BPC,Sales,Executive,False,2026-09-09 19:39:37
587,BPC,Sales,Sales & Marketing,False,2026-09-09 19:39:37
588,CCDR,Sales,Underground,False,2026-09-09 19:39:37
589,NEL,Sales,Catv,False,2026-09-09 19:39:37
590,NEL,Sales,Fielders,False,2026-09-09 19:39:37
591,BPC,Sales,Project Management - Con,False,2026-09-09 19:39:37
592,SVG,Sales,General - Sga,False,2026-09-09 19:39:37
593,BPC,Sales,Isp,False,2026-09-09 19:39:37
594,MSC,Sales,Engineers,False,2026-09-09 19:39:37
595,PL,Sales,Yard (Material Handling),False,2026-09-09 19:39:37
596,BPC,Sales,Billable Consultants,False,2026-09-09 19:39:37
597,PL,Sales,Splicing,False,2026-09-09 19:39:37
598,PYZ,Sales,Billable Consultants,False,2026-09-09 19:39:37
599,WBL,Sales,Engineers,False,2026-09-09 19:39:37
600,PL,Sales,Wireline Construction,False,2026-09-09 19:39:37
601,SVG,Sales,Underground,False,2026-09-09 19:39:37
602,EW,Sales,General - Sga,False,2026-09-09 19:39:37
603,WBL,Sales,Splicing,False,2026-09-09 19:39:37
604,BPC,Sales,Aerial,False,2026-09-09 19:39:37
605,NEL,Sales,Finance & Accounting,False,2026-09-09 19:39:37
606,BPC,Sales,Shop (Fleet),False,2026-09-09 19:39:37
607,EW,Sales,Catv,False,2026-09-09 19:39:37
608,PL,Sales,Underground,False,2026-09-09 19:39:37
609,PL,Sales,Executive,False,2026-09-09 19:39:37
610,WBL,Production,Executive,False,2026-09-09 19:39:37
611,CCDR,Production,Billable Consultants,False,2026-09-09 19:39:37
612,MSC,Production,Project Management - Eng,False,2026-09-09 19:39:37
613,TNS,Production,Sales & Marketing,False,2026-09-09 19:39:37
614,WBL,Production,Sales & Marketing,False,2026-09-09 19:39:37
615,SVG,Production,Shop (Fleet),False,2026-09-09 19:39:37
616,NEL,Production,Yard (Material Handling),False,2026-09-09 19:39:37
617,EW,Production,Billable Consultants,False,2026-09-09 19:39:37
618,PL,Production,Catv,False,2026-09-09 19:39:37
619,NEL,Production,People Services,False,2026-09-09 19:39:37
620,BPC,Production,People Services,False,2026-09-09 19:39:37
