employee_id,leave_type,start_date,end_date,reason,status,decided_by,decided_at,created_at
454,ANNUAL,2026-02-08,2026-02-17,,APPROVED,nour.adams@nexuserp.com,2026-01-22 00:00:00,2026-01-06 00:00:00
455,ANNUAL,2026-05-08,2026-05-16,,APPROVED,lea.moreau@nexuserp.com,2026-04-20 00:00:00,2026-04-01 00:00:00
456,ANNUAL,2026-02-13,2026-02-21,,APPROVED,karim.park@nexuserp.com,2026-02-02 00:00:00,2026-01-09 00:00:00
456,ANNUAL,2026-07-17,2026-07-25,,APPROVED,karim.park@nexuserp.com,2026-07-14 00:00:00,2026-06-08 00:00:00
456,ANNUAL,2026-05-27,2026-06-05,,APPROVED,karim.park@nexuserp.com,2026-05-08 00:00:00,2026-05-03 00:00:00
458,ANNUAL,2026-06-16,2026-06-21,,APPROVED,elizabeth.russo@nexuserp.com,2026-05-31 00:00:00,2026-05-19 00:00:00
460,SICK,2025-09-28,2025-09-29,,APPROVED,cynthia.lewis2@nexuserp.com,2025-09-15 00:00:00,2025-08-20 00:00:00
460,SICK,2026-05-10,2026-05-12,,APPROVED,cynthia.lewis2@nexuserp.com,2026-04-24 00:00:00,2026-04-20 00:00:00
460,SICK,2026-05-22,2026-05-22,,APPROVED,cynthia.lewis2@nexuserp.com,2026-05-05 00:00:00,2026-04-17 00:00:00
461,UNPAID,2026-05-01,2026-05-02,,APPROVED,hugo.jones@nexuserp.com,2026-04-16 00:00:00,2026-04-02 00:00:00
462,ANNUAL,2026-09-07,2026-09-16,,APPROVED,wei.wilson@nexuserp.com,2026-09-03 00:00:00,2026-08-01 00:00:00
462,SICK,2026-04-08,2026-04-10,,APPROVED,wei.wilson@nexuserp.com,2026-03-29 00:00:00,2026-03-03 00:00:00
462,ANNUAL,2026-04-17,2026-04-20,,APPROVED,wei.wilson@nexuserp.com,2026-03-30 00:00:00,2026-03-28 00:00:00
463,SICK,2026-09-06,2026-09-07,,APPROVED,paul.khalil@nexuserp.com,2026-08-27 00:00:00,2026-08-17 00:00:00
463,SICK,2026-08-04,2026-08-05,,APPROVED,paul.khalil@nexuserp.com,2026-07-31 00:00:00,2026-07-08 00:00:00
464,ANNUAL,2026-08-12,2026-08-13,,APPROVED,nancy.singh@nexuserp.com,2026-07-30 00:00:00,2026-07-21 00:00:00
464,ANNUAL,2026-06-15,2026-06-18,,APPROVED,nancy.singh@nexuserp.com,2026-06-06 00:00:00,2026-05-13 00:00:00
465,ANNUAL,2026-02-28,2026-03-07,,APPROVED,eric.adams2@nexuserp.com,2026-02-21 00:00:00,2026-01-25 00:00:00
465,ANNUAL,2026-09-12,2026-09-19,,APPROVED,eric.adams2@nexuserp.com,2026-09-01 00:00:00,2026-08-23 00:00:00
466,SICK,2026-07-19,2026-07-19,,APPROVED,john.clark@nexuserp.com,2026-07-08 00:00:00,2026-06-12 00:00:00
467,SICK,2026-09-23,2026-09-23,,REJECTED,rayan.haddad@nexuserp.com,2026-09-04 00:00:00,2026-09-02 00:00:00
469,ANNUAL,2025-10-16,2025-10-24,,APPROVED,paul.khalil@nexuserp.com,2025-10-13 00:00:00,2025-09-07 00:00:00
469,ANNUAL,2026-02-05,2026-02-06,,APPROVED,paul.khalil@nexuserp.com,2026-01-22 00:00:00,2025-12-28 00:00:00
470,ANNUAL,2026-02-06,2026-02-10,,APPROVED,kevin.hernandez@nexuserp.com,2026-02-03 00:00:00,2026-01-06 00:00:00
470,SICK,2026-02-22,2026-02-24,,APPROVED,kevin.hernandez@nexuserp.com,2026-02-05 00:00:00,2026-01-14 00:00:00
471,UNPAID,2025-12-12,2025-12-15,,APPROVED,lucas.laurent@nexuserp.com,2025-12-02 00:00:00,2025-11-19 00:00:00
473,ANNUAL,2026-07-24,2026-07-28,,APPROVED,tariq.lopez@nexuserp.com,2026-07-11 00:00:00,2026-06-26 00:00:00
473,ANNUAL,2026-08-04,2026-08-13,,APPROVED,tariq.lopez@nexuserp.com,2026-08-01 00:00:00,2026-07-11 00:00:00
473,ANNUAL,2026-05-10,2026-05-13,,APPROVED,tariq.lopez@nexuserp.com,2026-05-05 00:00:00,2026-04-04 00:00:00
475,SICK,2026-06-17,2026-06-17,,REJECTED,rayan.haddad@nexuserp.com,2026-06-13 00:00:00,2026-05-22 00:00:00
476,ANNUAL,2026-07-04,2026-07-05,,APPROVED,sharon.nielsen2@nexuserp.com,2026-06-22 00:00:00,2026-06-02 00:00:00
476,ANNUAL,2026-06-01,2026-06-08,,APPROVED,sharon.nielsen2@nexuserp.com,2026-05-22 00:00:00,2026-04-26 00:00:00
479,SICK,2026-04-06,2026-04-06,,APPROVED,amira.muller@nexuserp.com,2026-03-18 00:00:00,2026-03-05 00:00:00
479,ANNUAL,2025-10-27,2025-10-29,,APPROVED,amira.muller@nexuserp.com,2025-10-23 00:00:00,2025-10-02 00:00:00
479,SICK,2025-12-20,2025-12-22,,APPROVED,amira.muller@nexuserp.com,2025-12-02 00:00:00,2025-11-22 00:00:00
481,ANNUAL,2025-10-13,2025-10-22,,APPROVED,clara.novak@nexuserp.com,2025-10-10 00:00:00,2025-09-06 00:00:00
481,ANNUAL,2026-08-27,2026-08-29,,APPROVED,clara.novak@nexuserp.com,2026-08-13 00:00:00,2026-07-31 00:00:00
481,ANNUAL,2026-03-26,2026-03-28,,APPROVED,clara.novak@nexuserp.com,2026-03-16 00:00:00,2026-03-04 00:00:00
482,ANNUAL,2026-07-22,2026-07-24,,APPROVED,matthew.hernandez@nexuserp.com,2026-07-16 00:00:00,2026-06-20 00:00:00
483,ANNUAL,2026-01-16,2026-01-19,,APPROVED,olivia.williams@nexuserp.com,2026-01-02 00:00:00,2025-12-21 00:00:00
484,ANNUAL,2025-12-22,2025-12-23,,APPROVED,kevin.obrien@nexuserp.com,2025-12-07 00:00:00,2025-11-15 00:00:00
485,ANNUAL,2025-07-21,2025-07-24,,APPROVED,adam.roberts@nexuserp.com,2025-07-02 00:00:00,2025-06-20 00:00:00
485,ANNUAL,2025-08-06,2025-08-13,,APPROVED,adam.roberts@nexuserp.com,2025-08-02 00:00:00,2025-07-11 00:00:00
486,UNPAID,2025-12-03,2025-12-07,,APPROVED,arjun.khalil@nexuserp.com,2025-11-15 00:00:00,2025-10-27 00:00:00
486,SICK,2026-03-12,2026-03-12,,APPROVED,arjun.khalil@nexuserp.com,2026-03-04 00:00:00,2026-02-01 00:00:00
486,ANNUAL,2025-12-26,2025-12-29,,APPROVED,arjun.khalil@nexuserp.com,2025-12-19 00:00:00,2025-11-26 00:00:00
487,UNPAID,2026-08-04,2026-08-10,,REJECTED,samuel.rivera@nexuserp.com,2026-07-24 00:00:00,2026-07-03 00:00:00
488,ANNUAL,2026-01-29,2026-02-05,,APPROVED,mark.smith@nexuserp.com,2026-01-16 00:00:00,2026-01-05 00:00:00
488,UNPAID,2025-09-19,2025-09-20,,APPROVED,mark.smith@nexuserp.com,2025-09-12 00:00:00,2025-08-23 00:00:00
488,ANNUAL,2025-12-17,2025-12-26,,APPROVED,mark.smith@nexuserp.com,2025-11-28 00:00:00,2025-11-19 00:00:00
491,ANNUAL,2025-09-30,2025-10-08,,APPROVED,anthony.lee@nexuserp.com,2025-09-27 00:00:00,2025-09-07 00:00:00
493,ANNUAL,2026-05-17,2026-05-19,,APPROVED,elena.scott@nexuserp.com,2026-04-28 00:00:00,2026-04-14 00:00:00
493,ANNUAL,2026-03-03,2026-03-10,,REJECTED,elena.scott@nexuserp.com,2026-02-25 00:00:00,2026-01-31 00:00:00
494,SICK,2025-12-05,2025-12-07,,APPROVED,elizabeth.russo@nexuserp.com,2025-11-30 00:00:00,2025-10-30 00:00:00
495,ANNUAL,2026-05-13,2026-05-22,,APPROVED,michelle.king@nexuserp.com,2026-04-29 00:00:00,2026-04-16 00:00:00
495,ANNUAL,2026-03-05,2026-03-09,,APPROVED,michelle.king@nexuserp.com,2026-02-27 00:00:00,2026-02-09 00:00:00
495,ANNUAL,2026-10-11,2026-10-13,Wedding,PENDING,,,2026-09-21 00:00:00
497,ANNUAL,2026-09-03,2026-09-08,,APPROVED,andrew.smith@nexuserp.com,2026-08-27 00:00:00,2026-08-03 00:00:00
498,ANNUAL,2026-05-11,2026-05-14,,APPROVED,andrew.robinson2@nexuserp.com,2026-05-06 00:00:00,2026-04-21 00:00:00
498,ANNUAL,2026-01-19,2026-01-27,,APPROVED,andrew.robinson2@nexuserp.com,2026-01-06 00:00:00,2025-12-11 00:00:00
499,SICK,2026-09-18,2026-09-18,,APPROVED,matthew.hernandez@nexuserp.com,2026-08-31 00:00:00,2026-08-19 00:00:00
499,ANNUAL,2026-07-19,2026-07-24,,APPROVED,matthew.hernandez@nexuserp.com,2026-07-03 00:00:00,2026-06-20 00:00:00
500,ANNUAL,2026-06-18,2026-06-21,,APPROVED,andrew.robinson2@nexuserp.com,2026-06-07 00:00:00,2026-05-19 00:00:00
500,ANNUAL,2026-10-28,2026-11-04,,PENDING,,,2026-09-25 00:00:00
501,ANNUAL,2026-05-25,2026-06-03,,APPROVED,nour.obrien@nexuserp.com,2026-05-15 00:00:00,2026-04-26 00:00:00
502,ANNUAL,2025-09-27,2025-09-30,,APPROVED,rayan.haddad@nexuserp.com,2025-09-20 00:00:00,2025-08-22 00:00:00
502,ANNUAL,2026-05-11,2026-05-14,,APPROVED,rayan.haddad@nexuserp.com,2026-04-28 00:00:00,2026-04-08 00:00:00
505,ANNUAL,2025-11-27,2025-11-28,,APPROVED,hugo.jones@nexuserp.com,2025-11-10 00:00:00,2025-10-26 00:00:00
505,ANNUAL,2026-05-30,2026-06-02,,APPROVED,hugo.jones@nexuserp.com,2026-05-20 00:00:00,2026-05-05 00:00:00
507,ANNUAL,2025-12-22,2025-12-31,,REJECTED,sandra.dubois@nexuserp.com,2025-12-13 00:00:00,2025-11-27 00:00:00
508,ANNUAL,2026-04-19,2026-04-21,,APPROVED,kevin.obrien@nexuserp.com,2026-04-08 00:00:00,2026-03-25 00:00:00
510,ANNUAL,2025-09-30,2025-10-04,,APPROVED,nour.obrien@nexuserp.com,2025-09-12 00:00:00,2025-08-25 00:00:00
510,ANNUAL,2025-07-31,2025-08-06,,APPROVED,nour.obrien@nexuserp.com,2025-07-19 00:00:00,2025-07-11 00:00:00
510,SICK,2025-04-10,2025-04-12,,APPROVED,nour.obrien@nexuserp.com,2025-03-27 00:00:00,2025-03-17 00:00:00
511,ANNUAL,2026-01-07,2026-01-15,,APPROVED,arjun.wang@nexuserp.com,2026-01-01 00:00:00,2025-12-17 00:00:00
513,ANNUAL,2026-09-03,2026-09-10,,APPROVED,elena.lee@nexuserp.com,2026-08-19 00:00:00,2026-08-12 00:00:00
514,ANNUAL,2025-05-09,2025-05-17,,APPROVED,sara.khalil@nexuserp.com,2025-04-24 00:00:00,2025-04-05 00:00:00
515,ANNUAL,2026-08-30,2026-09-01,,APPROVED,jacob.sato@nexuserp.com,2026-08-12 00:00:00,2026-07-27 00:00:00
515,ANNUAL,2026-04-06,2026-04-07,,APPROVED,jacob.sato@nexuserp.com,2026-03-23 00:00:00,2026-03-17 00:00:00
515,ANNUAL,2025-11-26,2025-12-04,,REJECTED,jacob.sato@nexuserp.com,2025-11-13 00:00:00,2025-10-21 00:00:00
516,ANNUAL,2025-10-19,2025-10-24,,APPROVED,priya.shah@nexuserp.com,2025-10-11 00:00:00,2025-09-20 00:00:00
517,ANNUAL,2025-09-27,2025-09-28,,APPROVED,jacob.sato@nexuserp.com,2025-09-24 00:00:00,2025-08-29 00:00:00
517,ANNUAL,2026-02-17,2026-02-23,,APPROVED,jacob.sato@nexuserp.com,2026-02-02 00:00:00,2026-01-26 00:00:00
518,ANNUAL,2026-05-18,2026-05-27,,APPROVED,richard.nguyen@nexuserp.com,2026-05-12 00:00:00,2026-04-12 00:00:00
518,ANNUAL,2026-03-18,2026-03-26,,APPROVED,richard.nguyen@nexuserp.com,2026-03-06 00:00:00,2026-02-21 00:00:00
518,ANNUAL,2026-11-21,2026-11-30,Family holiday,PENDING,,,2026-09-23 00:00:00
520,ANNUAL,2025-11-05,2025-11-12,,APPROVED,hugo.jones@nexuserp.com,2025-10-29 00:00:00,2025-10-03 00:00:00
521,ANNUAL,2025-11-09,2025-11-18,,APPROVED,jacob.sato@nexuserp.com,2025-10-23 00:00:00,2025-10-08 00:00:00
521,ANNUAL,2026-06-21,2026-06-25,,APPROVED,jacob.sato@nexuserp.com,2026-06-02 00:00:00,2026-06-01 00:00:00
522,SICK,2026-02-14,2026-02-15,,APPROVED,hugo.jones@nexuserp.com,2026-01-27 00:00:00,2026-01-12 00:00:00
522,ANNUAL,2025-11-25,2025-11-26,,APPROVED,hugo.jones@nexuserp.com,2025-11-08 00:00:00,2025-11-01 00:00:00
523,ANNUAL,2026-02-20,2026-02-22,,APPROVED,nicholas.brown2@nexuserp.com,2026-02-16 00:00:00,2026-01-24 00:00:00
524,SICK,2026-03-23,2026-03-25,,APPROVED,john.clark@nexuserp.com,2026-03-18 00:00:00,2026-02-16 00:00:00
524,ANNUAL,2026-09-04,2026-09-13,,APPROVED,john.clark@nexuserp.com,2026-08-24 00:00:00,2026-07-30 00:00:00
524,ANNUAL,2026-07-25,2026-07-30,,APPROVED,john.clark@nexuserp.com,2026-07-14 00:00:00,2026-06-23 00:00:00
525,ANNUAL,2025-12-08,2025-12-16,,APPROVED,paul.moreau@nexuserp.com,2025-11-28 00:00:00,2025-11-03 00:00:00
525,SICK,2026-08-23,2026-08-24,,APPROVED,paul.moreau@nexuserp.com,2026-08-09 00:00:00,2026-07-16 00:00:00
525,ANNUAL,2025-11-21,2025-11-28,,APPROVED,paul.moreau@nexuserp.com,2025-11-08 00:00:00,2025-10-23 00:00:00
526,UNPAID,2026-09-01,2026-09-02,,APPROVED,susan.muller@nexuserp.com,2026-08-25 00:00:00,2026-08-11 00:00:00
527,ANNUAL,2026-05-25,2026-05-27,,REJECTED,steven.robinson@nexuserp.com,2026-05-20 00:00:00,2026-04-16 00:00:00
529,SICK,2025-12-08,2025-12-10,,APPROVED,sara.dubois@nexuserp.com,2025-11-22 00:00:00,2025-11-08 00:00:00
531,ANNUAL,2026-04-13,2026-04-19,,APPROVED,hugo.jones@nexuserp.com,2026-04-05 00:00:00,2026-03-13 00:00:00
532,ANNUAL,2026-01-01,2026-01-10,,APPROVED,nicholas.brown2@nexuserp.com,2025-12-18 00:00:00,2025-12-07 00:00:00
533,ANNUAL,2025-12-03,2025-12-12,,APPROVED,mark.lee@nexuserp.com,2025-11-21 00:00:00,2025-11-06 00:00:00
534,ANNUAL,2025-11-24,2025-11-27,,APPROVED,mark.smith@nexuserp.com,2025-11-08 00:00:00,2025-10-26 00:00:00
534,ANNUAL,2026-11-13,2026-11-22,,PENDING,,,2026-09-25 00:00:00
536,ANNUAL,2026-05-16,2026-05-22,,APPROVED,olivia.williams@nexuserp.com,2026-05-05 00:00:00,2026-04-18 00:00:00
536,ANNUAL,2026-09-10,2026-09-17,,APPROVED,olivia.williams@nexuserp.com,2026-08-25 00:00:00,2026-08-11 00:00:00
538,ANNUAL,2025-08-03,2025-08-05,,APPROVED,lea.moreau@nexuserp.com,2025-07-24 00:00:00,2025-07-05 00:00:00
543,SICK,2026-08-22,2026-08-22,,APPROVED,mark.patel@nexuserp.com,2026-08-07 00:00:00,2026-07-26 00:00:00
543,SICK,2025-11-04,2025-11-06,,APPROVED,mark.patel@nexuserp.com,2025-10-23 00:00:00,2025-10-15 00:00:00
543,SICK,2026-06-08,2026-06-09,,APPROVED,mark.patel@nexuserp.com,2026-05-29 00:00:00,2026-05-17 00:00:00
544,SICK,2026-05-07,2026-05-07,,APPROVED,karen.oliveira2@nexuserp.com,2026-05-01 00:00:00,2026-04-17 00:00:00
544,ANNUAL,2026-01-25,2026-01-28,,APPROVED,karen.oliveira2@nexuserp.com,2026-01-18 00:00:00,2025-12-21 00:00:00
544,UNPAID,2025-11-22,2025-11-29,,APPROVED,karen.oliveira2@nexuserp.com,2025-11-13 00:00:00,2025-10-29 00:00:00
546,ANNUAL,2026-10-13,2026-10-14,Personal matters,PENDING,,,2026-09-23 00:00:00
549,ANNUAL,2025-11-04,2025-11-11,,APPROVED,hugo.jones@nexuserp.com,2025-10-21 00:00:00,2025-10-08 00:00:00
549,ANNUAL,2025-09-29,2025-09-30,,APPROVED,hugo.jones@nexuserp.com,2025-09-26 00:00:00,2025-08-31 00:00:00
549,SICK,2026-01-11,2026-01-13,,APPROVED,hugo.jones@nexuserp.com,2026-01-05 00:00:00,2025-12-07 00:00:00
550,ANNUAL,2026-02-27,2026-03-03,,APPROVED,chloe.carter@nexuserp.com,2026-02-21 00:00:00,2026-01-23 00:00:00
551,ANNUAL,2026-02-26,2026-02-27,,APPROVED,mei.chen@nexuserp.com,2026-02-11 00:00:00,2026-02-05 00:00:00
551,SICK,2026-03-02,2026-03-04,,REJECTED,mei.chen@nexuserp.com,2026-02-19 00:00:00,2026-02-07 00:00:00
551,ANNUAL,2026-02-24,2026-03-04,,APPROVED,mei.chen@nexuserp.com,2026-02-08 00:00:00,2026-01-21 00:00:00
554,SICK,2025-11-21,2025-11-23,,APPROVED,elizabeth.russo@nexuserp.com,2025-11-04 00:00:00,2025-10-20 00:00:00
554,ANNUAL,2025-11-07,2025-11-12,,APPROVED,elizabeth.russo@nexuserp.com,2025-10-25 00:00:00,2025-10-15 00:00:00
555,ANNUAL,2025-05-29,2025-05-31,,APPROVED,mark.lee@nexuserp.com,2025-05-25 00:00:00,2025-04-20 00:00:00
555,SICK,2026-02-24,2026-02-24,,APPROVED,mark.lee@nexuserp.com,2026-02-15 00:00:00,2026-01-23 00:00:00
556,ANNUAL,2026-06-09,2026-06-15,,APPROVED,lea.moreau@nexuserp.com,2026-05-24 00:00:00,2026-05-13 00:00:00
556,ANNUAL,2026-01-19,2026-01-26,,APPROVED,lea.moreau@nexuserp.com,2026-01-13 00:00:00,2025-12-19 00:00:00
558,ANNUAL,2026-03-24,2026-03-29,,APPROVED,tariq.lopez@nexuserp.com,2026-03-21 00:00:00,2026-02-17 00:00:00
558,ANNUAL,2026-04-18,2026-04-23,,APPROVED,tariq.lopez@nexuserp.com,2026-04-04 00:00:00,2026-03-26 00:00:00
558,ANNUAL,2026-01-06,2026-01-13,,APPROVED,tariq.lopez@nexuserp.com,2025-12-27 00:00:00,2025-12-09 00:00:00
560,ANNUAL,2025-12-24,2025-12-29,,APPROVED,camille.trabelsi@nexuserp.com,2025-12-09 00:00:00,2025-11-16 00:00:00
560,ANNUAL,2026-07-31,2026-08-07,,APPROVED,camille.trabelsi@nexuserp.com,2026-07-13 00:00:00,2026-06-22 00:00:00
562,SICK,2026-01-30,2026-02-01,,REJECTED,paul.moreau@nexuserp.com,2026-01-13 00:00:00,2026-01-06 00:00:00
564,ANNUAL,2026-07-01,2026-07-06,,APPROVED,hugo.jones@nexuserp.com,2026-06-18 00:00:00,2026-05-27 00:00:00
564,ANNUAL,2026-07-09,2026-07-13,,APPROVED,hugo.jones@nexuserp.com,2026-06-27 00:00:00,2026-06-07 00:00:00
565,SICK,2025-08-05,2025-08-07,,APPROVED,ashley.park@nexuserp.com,2025-07-26 00:00:00,2025-07-03 00:00:00
566,ANNUAL,2025-08-08,2025-08-17,,APPROVED,emily.harris@nexuserp.com,2025-07-21 00:00:00,2025-07-02 00:00:00
566,UNPAID,2025-09-10,2025-09-17,,APPROVED,emily.harris@nexuserp.com,2025-08-24 00:00:00,2025-08-12 00:00:00
567,SICK,2026-06-11,2026-06-11,,APPROVED,camille.wang@nexuserp.com,2026-06-08 00:00:00,2026-05-11 00:00:00
568,ANNUAL,2026-03-19,2026-03-20,,APPROVED,tariq.lopez@nexuserp.com,2026-03-09 00:00:00,2026-02-15 00:00:00
568,ANNUAL,2026-02-10,2026-02-18,,APPROVED,tariq.lopez@nexuserp.com,2026-01-23 00:00:00,2026-01-09 00:00:00
568,UNPAID,2026-02-14,2026-02-17,,APPROVED,tariq.lopez@nexuserp.com,2026-02-08 00:00:00,2026-01-06 00:00:00
573,ANNUAL,2026-05-28,2026-05-29,,APPROVED,mark.lee@nexuserp.com,2026-05-14 00:00:00,2026-04-19 00:00:00
573,ANNUAL,2026-02-09,2026-02-10,,REJECTED,mark.lee@nexuserp.com,2026-02-02 00:00:00,2026-01-03 00:00:00
574,SICK,2026-04-09,2026-04-10,,APPROVED,wei.wilson@nexuserp.com,2026-04-03 00:00:00,2026-03-16 00:00:00
574,ANNUAL,2026-02-26,2026-03-05,,APPROVED,wei.wilson@nexuserp.com,2026-02-14 00:00:00,2026-01-21 00:00:00
575,SICK,2026-08-08,2026-08-08,,APPROVED,hugo.jones@nexuserp.com,2026-07-28 00:00:00,2026-07-02 00:00:00
577,ANNUAL,2026-07-30,2026-08-03,,APPROVED,andrew.smith@nexuserp.com,2026-07-21 00:00:00,2026-06-30 00:00:00
577,ANNUAL,2026-11-24,2026-12-01,Moving house,PENDING,,,2026-09-26 00:00:00
578,ANNUAL,2025-11-29,2025-12-08,,APPROVED,sharon.muller@nexuserp.com,2025-11-20 00:00:00,2025-10-31 00:00:00
578,ANNUAL,2026-02-22,2026-02-27,,APPROVED,sharon.muller@nexuserp.com,2026-02-06 00:00:00,2026-01-15 00:00:00
579,ANNUAL,2026-08-02,2026-08-11,,APPROVED,nour.obrien@nexuserp.com,2026-07-24 00:00:00,2026-07-09 00:00:00
579,ANNUAL,2026-06-16,2026-06-23,,APPROVED,nour.obrien@nexuserp.com,2026-06-11 00:00:00,2026-05-22 00:00:00
579,ANNUAL,2025-10-11,2025-10-18,,APPROVED,nour.obrien@nexuserp.com,2025-09-29 00:00:00,2025-09-18 00:00:00
580,SICK,2025-11-06,2025-11-08,,REJECTED,nicholas.brown2@nexuserp.com,2025-10-20 00:00:00,2025-10-03 00:00:00
581,SICK,2026-04-18,2026-04-19,,APPROVED,ryan.taylor@nexuserp.com,2026-04-07 00:00:00,2026-03-29 00:00:00
581,ANNUAL,2026-08-16,2026-08-18,,APPROVED,ryan.taylor@nexuserp.com,2026-07-29 00:00:00,2026-07-19 00:00:00
582,SICK,2025-06-01,2025-06-03,,APPROVED,hugo.jones@nexuserp.com,2025-05-21 00:00:00,2025-04-25 00:00:00
582,UNPAID,2025-10-30,2025-11-03,,APPROVED,hugo.jones@nexuserp.com,2025-10-25 00:00:00,2025-10-02 00:00:00
582,OTHER,2025-11-23,2025-11-25,,APPROVED,hugo.jones@nexuserp.com,2025-11-13 00:00:00,2025-10-28 00:00:00
584,SICK,2025-08-10,2025-08-12,,APPROVED,paul.taylor@nexuserp.com,2025-08-01 00:00:00,2025-07-16 00:00:00
584,ANNUAL,2025-07-04,2025-07-13,,APPROVED,paul.taylor@nexuserp.com,2025-06-26 00:00:00,2025-06-09 00:00:00
585,ANNUAL,2026-05-19,2026-05-27,,APPROVED,mark.lee@nexuserp.com,2026-05-11 00:00:00,2026-04-17 00:00:00
585,ANNUAL,2025-10-30,2025-11-06,,APPROVED,mark.lee@nexuserp.com,2025-10-12 00:00:00,2025-10-08 00:00:00
585,ANNUAL,2026-02-08,2026-02-14,,APPROVED,mark.lee@nexuserp.com,2026-01-23 00:00:00,2026-01-15 00:00:00
586,ANNUAL,2026-02-24,2026-02-25,,APPROVED,oscar.wang@nexuserp.com,2026-02-11 00:00:00,2026-01-21 00:00:00
586,ANNUAL,2026-07-21,2026-07-22,,APPROVED,oscar.wang@nexuserp.com,2026-07-02 00:00:00,2026-06-19 00:00:00
587,ANNUAL,2025-08-18,2025-08-23,,APPROVED,matthew.hernandez@nexuserp.com,2025-08-06 00:00:00,2025-07-12 00:00:00
587,SICK,2025-09-01,2025-09-03,,REJECTED,matthew.hernandez@nexuserp.com,2025-08-17 00:00:00,2025-08-09 00:00:00
590,ANNUAL,2025-11-28,2025-12-04,,APPROVED,camille.lewis@nexuserp.com,2025-11-12 00:00:00,2025-11-04 00:00:00
591,OTHER,2025-10-16,2025-10-17,,APPROVED,ryan.khalil@nexuserp.com,2025-10-08 00:00:00,2025-09-25 00:00:00
591,ANNUAL,2026-06-11,2026-06-15,,APPROVED,ryan.khalil@nexuserp.com,2026-06-08 00:00:00,2026-05-09 00:00:00
591,SICK,2025-11-17,2025-11-18,,APPROVED,ryan.khalil@nexuserp.com,2025-11-07 00:00:00,2025-10-18 00:00:00
592,UNPAID,2026-03-26,2026-03-27,,APPROVED,andrew.robinson2@nexuserp.com,2026-03-10 00:00:00,2026-03-06 00:00:00
592,ANNUAL,2026-07-19,2026-07-26,,APPROVED,andrew.robinson2@nexuserp.com,2026-07-01 00:00:00,2026-06-27 00:00:00
593,ANNUAL,2025-05-16,2025-05-25,,APPROVED,lucas.laurent@nexuserp.com,2025-05-11 00:00:00,2025-04-07 00:00:00
593,ANNUAL,2025-06-09,2025-06-16,,APPROVED,lucas.laurent@nexuserp.com,2025-05-30 00:00:00,2025-05-14 00:00:00
595,OTHER,2026-07-05,2026-07-09,,APPROVED,karim.park@nexuserp.com,2026-06-25 00:00:00,2026-06-02 00:00:00
597,ANNUAL,2026-03-16,2026-03-17,,APPROVED,tariq.lopez@nexuserp.com,2026-02-28 00:00:00,2026-02-20 00:00:00
599,ANNUAL,2025-12-17,2025-12-26,,APPROVED,elizabeth.russo@nexuserp.com,2025-12-14 00:00:00,2025-11-24 00:00:00
599,ANNUAL,2026-03-02,2026-03-10,,APPROVED,elizabeth.russo@nexuserp.com,2026-02-27 00:00:00,2026-01-29 00:00:00
600,ANNUAL,2026-06-07,2026-06-14,,REJECTED,rayan.haddad@nexuserp.com,2026-05-29 00:00:00,2026-05-01 00:00:00
600,SICK,2025-10-21,2025-10-23,,APPROVED,rayan.haddad@nexuserp.com,2025-10-15 00:00:00,2025-09-15 00:00:00
601,ANNUAL,2026-08-08,2026-08-16,,APPROVED,richard.nguyen@nexuserp.com,2026-08-01 00:00:00,2026-07-15 00:00:00
602,ANNUAL,2026-02-14,2026-02-23,,APPROVED,hiroshi.scott2@nexuserp.com,2026-02-06 00:00:00,2026-01-14 00:00:00
602,ANNUAL,2025-10-11,2025-10-20,,APPROVED,hiroshi.scott2@nexuserp.com,2025-10-01 00:00:00,2025-09-10 00:00:00
602,ANNUAL,2026-08-31,2026-09-08,,APPROVED,hiroshi.scott2@nexuserp.com,2026-08-21 00:00:00,2026-08-09 00:00:00
604,SICK,2026-05-26,2026-05-26,,APPROVED,amira.muller@nexuserp.com,2026-05-19 00:00:00,2026-04-30 00:00:00
604,ANNUAL,2026-09-17,2026-09-22,,APPROVED,amira.muller@nexuserp.com,2026-09-04 00:00:00,2026-08-12 00:00:00
605,OTHER,2026-08-09,2026-08-17,,APPROVED,wei.wilson@nexuserp.com,2026-07-21 00:00:00,2026-07-19 00:00:00
605,ANNUAL,2026-06-27,2026-07-01,,APPROVED,wei.wilson@nexuserp.com,2026-06-19 00:00:00,2026-05-21 00:00:00
606,ANNUAL,2026-07-02,2026-07-03,,APPROVED,clara.novak@nexuserp.com,2026-06-26 00:00:00,2026-06-06 00:00:00
608,SICK,2025-10-26,2025-10-27,,APPROVED,camille.lewis@nexuserp.com,2025-10-12 00:00:00,2025-09-21 00:00:00
608,ANNUAL,2025-03-15,2025-03-18,,APPROVED,camille.lewis@nexuserp.com,2025-02-28 00:00:00,2025-02-15 00:00:00
611,UNPAID,2026-01-06,2026-01-07,,APPROVED,cynthia.lewis2@nexuserp.com,2025-12-27 00:00:00,2025-12-09 00:00:00
611,ANNUAL,2026-02-26,2026-03-05,,APPROVED,cynthia.lewis2@nexuserp.com,2026-02-12 00:00:00,2026-01-18 00:00:00
611,ANNUAL,2026-06-05,2026-06-12,,APPROVED,cynthia.lewis2@nexuserp.com,2026-05-18 00:00:00,2026-05-11 00:00:00
