employee_id,course_id,training_date,completion_status,location,cost,duration_days
502,5,2026-03-04,Completed,Training Center,306.59,3
502,5,2026-05-01,Completed,Online,464.76,1
505,2,2026-09-12,Completed,Head Office,738.78,3
505,3,2026-03-11,Completed,Training Center,714.72,2
507,5,2026-03-24,Completed,Online,305.31,1
507,2,2026-08-14,Incomplete,Online,525.59,4
508,4,2026-06-14,Completed,Online,296.61,3
508,4,2026-09-08,Completed,Head Office,567.96,1
508,5,2026-04-28,Completed,Head Office,540.98,3
510,6,2025-02-20,Completed,Training Center,414.58,1
510,1,2025-12-02,Completed,Online,387.93,3
511,2,2025-10-06,Completed,Online,536.25,3
513,2,2026-03-08,Completed,Head Office,545.52,2
513,2,2026-05-15,Completed,Head Office,769.16,2
514,6,2025-02-12,Completed,Online,478.85,2
514,1,2025-08-13,Completed,Online,537.4,4
514,1,2025-02-07,Incomplete,Online,901.28,2
514,1,2025-11-15,Completed,Online,952.09,5
515,1,2025-12-07,Completed,Training Center,789.43,4
515,1,2026-07-01,Completed,Training Center,720.6,3
516,5,2026-05-03,Completed,Head Office,463.88,3
516,5,2026-06-22,Completed,Head Office,266.68,1
516,4,2026-02-17,Completed,Head Office,455.25,2
516,5,2026-09-03,Completed,Head Office,309.69,3
516,4,2026-06-07,Completed,Head Office,551.41,2
517,6,2025-12-04,Completed,Head Office,296.79,1
517,1,2026-04-16,Completed,Training Center,497.82,3
517,1,2026-01-29,Completed,Training Center,723.38,4
517,1,2026-04-27,Completed,Training Center,364.91,5
517,1,2025-12-15,Completed,Online,919.96,2
518,2,2026-05-11,Completed,Online,544.71,2
518,6,2026-06-01,Completed,Online,231.38,1
520,3,2025-12-16,Completed,Head Office,988.06,4
520,3,2025-11-23,Incomplete,Online,845.0,2
520,3,2026-04-30,Completed,Head Office,812.75,5
521,6,2026-06-26,Completed,Online,239.13,2
521,1,2026-06-28,Completed,Online,950.02,3
521,1,2026-05-27,Completed,Online,861.17,2
522,1,2026-05-27,Completed,Online,932.75,5
522,3,2026-06-17,Completed,Online,723.97,5
522,3,2025-12-08,Incomplete,Head Office,796.55,3
522,3,2026-09-23,Completed,Online,667.52,5
523,2,2026-05-16,Completed,Training Center,800.68,4
523,4,2025-12-19,Completed,Training Center,525.97,1
523,5,2026-04-23,Completed,Head Office,491.81,1
524,6,2025-11-04,Completed,Head Office,198.14,2
524,6,2026-06-07,Incomplete,Online,230.8,2
524,6,2026-05-07,Completed,Head Office,462.81,1
524,2,2025-11-05,Completed,Online,623.73,4
524,6,2025-10-07,Incomplete,Head Office,277.59,1
525,1,2026-09-05,Completed,Head Office,573.89,2
526,5,2026-04-03,Completed,Online,465.26,2
526,6,2026-07-27,Completed,Online,237.33,2
526,6,2025-09-29,Completed,Online,179.22,2
527,2,2026-07-25,Completed,Online,960.47,4
527,5,2026-05-25,Completed,Head Office,343.76,2
527,2,2025-11-22,Completed,Head Office,622.88,2
529,1,2026-08-04,Incomplete,Head Office,525.01,4
529,6,2026-03-17,Completed,Training Center,187.0,2
530,1,2025-11-17,Incomplete,Online,544.55,4
530,6,2025-12-26,Incomplete,Training Center,153.01,1
530,6,2026-07-12,Completed,Online,247.2,2
531,3,2025-09-26,Completed,Training Center,609.59,3
531,3,2026-06-30,Completed,Head Office,845.88,3
531,3,2026-05-27,Incomplete,Head Office,658.08,5
533,5,2025-11-26,Completed,Training Center,373.63,2
533,2,2026-08-27,Completed,Head Office,421.93,3
533,5,2026-08-31,Incomplete,Training Center,533.47,3
533,4,2025-12-13,Completed,Online,337.83,3
533,5,2025-10-28,Completed,Online,392.29,1
533,4,2025-12-12,Completed,Online,300.13,1
534,4,2026-03-19,Completed,Training Center,435.92,3
534,2,2026-02-02,Completed,Training Center,484.52,3
536,1,2025-09-30,Incomplete,Training Center,917.85,4
536,1,2026-07-17,Completed,Online,772.27,5
538,1,2025-03-23,Completed,Head Office,420.26,4
538,1,2025-09-16,Completed,Online,986.98,4
538,1,2025-02-11,Completed,Head Office,381.93,3
538,6,2025-03-26,Completed,Head Office,372.49,1
538,6,2025-01-11,Completed,Head Office,293.2,1
543,6,2026-02-27,Completed,Training Center,259.42,1
543,6,2026-01-27,Incomplete,Online,353.96,2
543,3,2026-03-01,Completed,Training Center,723.85,3
543,3,2026-02-25,Completed,Training Center,773.66,4
544,2,2026-06-29,Completed,Online,501.67,3
544,6,2026-04-03,Incomplete,Head Office,438.86,1
544,6,2025-12-03,Incomplete,Head Office,390.01,2
546,3,2026-02-03,Completed,Online,544.41,3
546,4,2026-07-25,Completed,Training Center,146.77,2
547,1,2025-10-01,Completed,Head Office,976.69,2
547,6,2026-01-29,Completed,Online,487.43,1
547,6,2025-11-29,Completed,Training Center,458.78,1
548,3,2026-05-19,Completed,Training Center,899.31,3
548,2,2025-12-03,Completed,Training Center,584.68,2
549,3,2026-01-21,Completed,Head Office,716.96,2
549,2,2026-01-12,Completed,Training Center,965.14,3
549,3,2025-10-29,Incomplete,Online,539.47,2
549,4,2026-01-12,Completed,Head Office,375.72,1
549,2,2026-08-27,Completed,Online,791.95,4
550,6,2025-10-04,Completed,Online,332.87,2
550,6,2026-02-04,Completed,Head Office,158.95,1
550,6,2026-02-14,Completed,Training Center,307.25,1
550,3,2026-01-06,Completed,Head Office,913.48,2
550,3,2026-02-10,Completed,Head Office,970.98,5
551,6,2025-10-19,Completed,Online,476.1,1
551,5,2025-09-27,Completed,Head Office,363.37,1
551,4,2025-11-23,Completed,Online,109.14,1
551,6,2026-07-12,Completed,Training Center,388.38,1
554,5,2025-04-04,Completed,Training Center,530.09,3
554,5,2025-04-06,Completed,Online,580.01,2
554,5,2025-05-16,Incomplete,Training Center,375.24,1
554,5,2025-06-15,Completed,Online,583.82,2
555,5,2025-10-04,Completed,Training Center,447.43,3
555,4,2026-01-27,Completed,Training Center,119.01,3
555,4,2025-07-16,Completed,Online,155.69,1
556,4,2026-06-24,Completed,Training Center,191.32,2
556,1,2025-09-28,Incomplete,Head Office,653.01,3
556,6,2026-08-22,Completed,Online,381.57,1
558,2,2026-05-06,Completed,Online,875.06,4
558,3,2026-01-31,Completed,Head Office,649.98,5
560,1,2026-08-11,Completed,Head Office,472.91,5
560,1,2026-03-12,Incomplete,Online,618.67,5
560,6,2026-06-06,Completed,Head Office,430.88,2
562,1,2026-03-06,Completed,Head Office,315.8,4
562,6,2025-12-29,Completed,Online,276.56,2
562,1,2026-01-13,Completed,Training Center,553.35,3
564,3,2025-11-16,Completed,Head Office,762.28,4
564,3,2026-02-13,Completed,Head Office,538.49,3
565,6,2025-07-16,Completed,Online,293.67,1
565,1,2025-07-12,Completed,Training Center,991.53,3
566,4,2025-12-17,Completed,Training Center,230.15,3
566,4,2025-07-20,Completed,Training Center,421.41,3
566,4,2025-05-15,Completed,Head Office,443.0,2
567,5,2026-08-10,Incomplete,Head Office,400.53,1
567,4,2025-12-06,Completed,Head Office,251.17,1
567,2,2025-12-28,Completed,Online,705.2,2
568,3,2026-04-02,Completed,Online,739.37,2
568,3,2026-06-24,Completed,Online,507.23,2
568,4,2026-01-07,Completed,Training Center,260.71,1
569,3,2026-05-15,Completed,Head Office,730.13,2
569,3,2026-05-19,Incomplete,Head Office,559.84,5
571,1,2026-01-13,Completed,Training Center,643.69,2
571,1,2026-04-19,Completed,Online,994.49,3
573,2,2026-08-03,Completed,Training Center,674.13,3
573,4,2026-06-04,Incomplete,Training Center,274.8,1
573,2,2026-03-10,Completed,Training Center,837.38,2
573,4,2026-07-06,Completed,Head Office,167.89,3
573,4,2026-05-09,Completed,Head Office,223.12,3
574,3,2025-11-11,Completed,Training Center,912.61,2
574,6,2026-04-22,Completed,Training Center,162.36,1
575,3,2026-07-12,Completed,Online,582.65,3
575,3,2026-02-27,Completed,Training Center,605.0,4
577,1,2026-01-29,Completed,Online,327.21,2
577,1,2025-11-28,Completed,Online,391.88,3
578,6,2026-07-10,Completed,Head Office,218.26,1
578,1,2025-10-29,Completed,Online,861.85,3
578,6,2026-03-24,Completed,Head Office,473.88,2
579,2,2026-05-30,Completed,Online,617.94,2
579,1,2025-12-16,Completed,Head Office,834.23,3
579,1,2026-06-28,Completed,Online,849.47,5
580,5,2026-05-17,Completed,Head Office,462.24,1
580,4,2026-06-20,Completed,Online,528.3,1
580,5,2026-07-07,Completed,Online,494.51,2
581,2,2026-01-23,Completed,Training Center,561.99,3
581,6,2025-11-25,Completed,Head Office,185.57,2
581,6,2025-11-20,Completed,Online,297.51,1
581,2,2026-07-14,Completed,Online,461.74,2
581,2,2026-04-16,Completed,Head Office,805.46,2
581,6,2025-11-30,Completed,Training Center,233.07,2
582,2,2025-10-13,Incomplete,Training Center,551.32,3
582,3,2026-02-09,Completed,Training Center,664.21,4
584,4,2025-08-18,Completed,Head Office,265.4,2
584,6,2025-07-27,Completed,Online,360.09,1
585,5,2026-01-13,Completed,Online,240.05,3
585,5,2025-11-11,Completed,Training Center,111.82,2
585,4,2025-12-30,Incomplete,Head Office,511.51,2
586,6,2026-09-23,Incomplete,Online,259.63,2
586,4,2026-04-14,Completed,Head Office,548.14,1
587,5,2025-09-21,Completed,Head Office,539.87,3
587,4,2025-05-21,Incomplete,Head Office,189.31,3
590,4,2026-07-28,Completed,Online,384.0,1
590,4,2025-12-20,Completed,Training Center,465.6,3
591,6,2025-11-28,Completed,Online,201.58,1
591,6,2026-01-24,Completed,Head Office,433.27,1
591,6,2026-04-29,Incomplete,Training Center,202.48,1
591,1,2026-06-20,Completed,Online,428.96,3
592,2,2026-08-13,Completed,Training Center,528.35,2
592,5,2026-09-14,Completed,Head Office,133.78,2
592,5,2026-03-17,Completed,Online,424.18,2
593,6,2025-05-30,Completed,Head Office,420.9,1
593,1,2025-04-08,Completed,Training Center,420.4,4
593,1,2025-05-23,Incomplete,Head Office,744.02,2
595,5,2025-10-05,Completed,Head Office,399.26,1
595,4,2026-04-08,Completed,Training Center,453.19,3
597,3,2026-06-27,Completed,Online,619.45,2
597,3,2026-09-09,Completed,Training Center,594.36,3
599,4,2026-08-21,Completed,Online,219.46,3
599,5,2025-10-25,Completed,Head Office,217.31,3
599,5,2026-02-07,Completed,Head Office,315.65,2
600,5,2026-06-10,Completed,Online,533.76,3
600,5,2026-06-25,Completed,Training Center,272.24,1
601,6,2026-05-09,Completed,Online,486.98,2
601,6,2026-02-11,Completed,Head Office,199.47,1
601,2,2026-05-12,Incomplete,Head Office,530.7,4
602,1,2025-10-02,Incomplete,Online,382.03,2
602,1,2025-12-31,Completed,Head Office,786.76,5
602,6,2025-10-15,Completed,Online,253.29,1
604,5,2026-03-18,Incomplete,Training Center,337.37,3
604,4,2026-02-08,Completed,Online,409.24,1
605,6,2026-09-18,Completed,Online,345.09,2
605,6,2026-02-07,Completed,Online,469.52,1
605,6,2026-03-18,Completed,Head Office,439.6,2
605,6,2025-10-16,Completed,Training Center,471.6,1
605,3,2026-01-10,Completed,Online,784.78,3
606,2,2026-05-17,Completed,Head Office,568.59,4
606,2,2025-10-21,Completed,Training Center,929.23,4
606,5,2025-11-30,Completed,Training Center,566.7,2
608,3,2025-03-23,Incomplete,Online,821.14,4
608,4,2025-10-20,Completed,Online,104.44,1
611,3,2026-07-20,Completed,Training Center,848.0,4
611,6,2025-10-07,Completed,Training Center,254.73,2
612,1,2025-11-20,Completed,Head Office,574.35,4
612,2,2026-06-12,Completed,Training Center,945.17,4
613,3,2026-07-24,Completed,Head Office,880.47,2
613,3,2026-07-24,Completed,Online,958.81,3
613,3,2025-10-29,Completed,Head Office,644.43,4
614,5,2026-07-04,Completed,Training Center,155.47,1
614,5,2026-06-28,Completed,Online,253.8,1
614,5,2026-06-09,Completed,Online,296.49,3
615,5,2026-02-14,Incomplete,Online,493.35,1
615,2,2026-07-28,Completed,Training Center,419.97,4
616,4,2026-08-28,Incomplete,Head Office,339.08,1
616,5,2026-07-10,Completed,Training Center,398.09,2
616,6,2025-11-16,Completed,Online,262.59,2
618,4,2026-07-22,Completed,Online,509.26,1
618,4,2026-08-07,Completed,Training Center,333.36,2
618,5,2026-05-24,Completed,Head Office,146.54,1
618,5,2026-07-09,Completed,Head Office,312.25,3
618,5,2026-07-22,Completed,Head Office,211.26,1
620,4,2026-07-22,Completed,Online,378.32,1
620,5,2026-09-15,Completed,Training Center,458.32,2
620,4,2026-09-04,Completed,Head Office,324.55,1
621,5,2026-07-19,Incomplete,Training Center,348.83,2
621,5,2025-10-19,Completed,Online,177.64,1
621,4,2026-04-21,Completed,Online,580.01,2
622,4,2026-03-27,Completed,Online,579.24,3
622,6,2025-07-04,Completed,Training Center,182.77,2
622,6,2025-04-12,Completed,Online,159.05,1
623,6,2026-06-06,Completed,Head Office,201.04,1
623,6,2025-10-07,Completed,Head Office,386.54,2
623,3,2025-10-14,Completed,Training Center,683.88,3
624,5,2025-11-10,Completed,Online,361.05,1
624,5,2026-09-15,Incomplete,Head Office,153.77,2
624,5,2025-12-11,Completed,Online,532.91,1
625,2,2026-05-31,Completed,Training Center,767.32,3
625,3,2026-08-22,Completed,Training Center,585.59,3
626,5,2026-05-31,Completed,Online,598.77,3
626,5,2025-10-12,Completed,Online,118.09,2
626,5,2026-02-28,Completed,Head Office,476.82,3
626,2,2026-03-20,Completed,Head Office,852.53,3
626,5,2026-05-24,Completed,Head Office,229.25,2
626,5,2025-12-14,Completed,Training Center,222.64,1
630,1,2026-01-11,Completed,Online,612.86,5
630,1,2025-10-05,Completed,Training Center,738.08,5
630,1,2026-02-24,Completed,Training Center,566.57,5
631,5,2026-01-01,Completed,Training Center,471.98,3
631,2,2026-07-21,Completed,Head Office,986.63,2
632,5,2025-10-23,Completed,Online,124.52,3
632,4,2026-07-24,Completed,Head Office,295.16,3
632,5,2026-05-17,Completed,Head Office,554.67,3
634,5,2025-11-07,Completed,Training Center,493.87,3
634,4,2025-09-28,Completed,Training Center,114.48,3
634,5,2025-12-27,Completed,Online,282.24,2
634,6,2025-11-27,Completed,Head Office,270.01,2
635,3,2026-06-10,Completed,Training Center,769.63,2
635,2,2026-01-02,Completed,Online,990.89,3
638,2,2025-11-06,Completed,Online,828.67,2
638,3,2026-06-20,Incomplete,Head Office,936.24,3
638,2,2025-10-19,Incomplete,Training Center,760.53,3
638,3,2026-05-28,Completed,Head Office,656.75,5
638,1,2026-08-29,Incomplete,Online,424.2,3
639,1,2025-12-04,Completed,Training Center,692.38,5
639,1,2026-02-20,Completed,Training Center,792.38,5
639,1,2025-12-14,Completed,Training Center,370.96,4
641,4,2026-09-01,Completed,Training Center,284.2,3
641,5,2026-07-30,Completed,Online,332.7,2
641,2,2026-07-30,Completed,Head Office,536.09,3
641,4,2025-11-03,Completed,Training Center,185.86,1
641,2,2026-09-04,Completed,Head Office,457.3,4
643,6,2025-11-17,Completed,Training Center,387.37,2
643,1,2026-03-16,Completed,Head Office,335.97,2
644,2,2025-10-13,Completed,Online,627.06,2
644,2,2026-05-07,Completed,Online,728.95,3
645,5,2026-05-19,Completed,Training Center,102.11,2
647,1,2025-11-15,Completed,Training Center,579.74,4
647,4,2026-01-05,Completed,Head Office,488.35,2
647,1,2025-07-18,Completed,Training Center,517.41,4
647,4,2025-02-06,Completed,Online,134.94,3
648,5,2025-07-08,Completed,Online,481.52,2
648,5,2025-08-20,Completed,Head Office,482.52,1
649,2,2026-07-04,Completed,Training Center,981.21,4
649,6,2026-08-06,Incomplete,Training Center,211.14,1
649,1,2026-01-26,Completed,Online,643.87,3
650,2,2025-06-01,Completed,Online,932.01,3
650,5,2026-03-13,Completed,Online,522.42,2
652,6,2025-11-10,Completed,Training Center,384.34,1
652,4,2026-04-20,Completed,Head Office,432.38,3
652,6,2026-03-01,Completed,Online,398.36,1
653,5,2026-05-06,Completed,Online,423.0,3
653,5,2026-06-08,Completed,Online,580.96,2
653,4,2026-08-05,Completed,Online,363.86,3
653,2,2025-10-19,Completed,Training Center,741.17,3
655,6,2025-12-09,Completed,Online,304.21,1
655,6,2026-02-06,Completed,Head Office,222.15,2
655,1,2026-04-27,Completed,Training Center,495.6,4
655,6,2026-01-03,Completed,Online,347.08,1
655,6,2026-09-07,Completed,Online,248.91,2
656,5,2026-06-01,Completed,Online,273.94,1
656,5,2026-09-04,Completed,Online,366.31,3
656,5,2026-04-30,Completed,Training Center,393.4,2
659,4,2026-09-16,Completed,Training Center,178.63,1
659,4,2025-12-08,Completed,Training Center,410.44,3
659,5,2026-04-17,Completed,Head Office,109.68,1
659,5,2026-08-26,Incomplete,Online,373.62,3
661,3,2026-06-28,Completed,Head Office,678.88,5
661,1,2025-11-09,Completed,Online,476.52,5
661,3,2026-05-18,Incomplete,Head Office,698.34,5
662,2,2026-09-01,Completed,Head Office,449.27,2
662,1,2026-09-01,Completed,Head Office,448.52,5
662,6,2026-09-18,Completed,Online,222.35,2
663,6,2026-04-25,Completed,Head Office,403.07,1
663,1,2025-11-23,Completed,Online,475.2,2
663,1,2026-07-17,Incomplete,Head Office,552.41,5
664,3,2026-08-27,Incomplete,Training Center,813.77,5
664,3,2025-10-07,Completed,Head Office,754.48,4
664,3,2026-04-08,Completed,Head Office,770.74,2
665,3,2026-05-17,Completed,Training Center,677.43,5
666,4,2026-01-11,Completed,Training Center,144.31,1
666,4,2026-09-20,Completed,Online,398.89,2
666,5,2026-01-10,Completed,Head Office,362.54,2
667,4,2025-08-16,Completed,Training Center,151.54,2
667,5,2025-07-19,Completed,Training Center,419.79,1
667,4,2025-12-31,Completed,Training Center,128.67,1
669,5,2026-07-22,Completed,Online,222.88,3
669,5,2026-07-18,Completed,Online,427.22,1
671,3,2025-12-30,Completed,Head Office,777.54,4
671,2,2025-11-17,Completed,Online,827.87,2
675,1,2026-09-11,Completed,Training Center,866.78,3
675,1,2026-08-03,Completed,Head Office,395.89,5
675,6,2026-03-11,Incomplete,Training Center,373.06,2
677,5,2026-03-25,Completed,Head Office,463.56,2
677,5,2025-11-30,Completed,Online,445.18,3
677,5,2026-02-16,Incomplete,Online,364.02,2
679,2,2025-12-08,Incomplete,Online,816.96,4
679,1,2026-05-15,Completed,Training Center,307.12,3
680,1,2025-11-16,Completed,Online,417.56,4
680,2,2026-06-20,Completed,Head Office,820.43,4
682,5,2025-10-01,Incomplete,Online,430.61,3
682,2,2026-07-10,Completed,Head Office,786.88,2
683,1,2026-09-25,Completed,Online,727.31,5
683,6,2026-01-11,Completed,Head Office,185.32,2
683,2,2026-07-03,Completed,Online,700.4,2
683,1,2025-12-08,Completed,Head Office,414.13,5
684,4,2025-03-04,Completed,Head Office,312.82,2
684,2,2025-03-14,Completed,Online,855.71,3
684,5,2025-07-23,Completed,Head Office,470.36,1
684,2,2026-02-12,Incomplete,Head Office,567.33,4
686,4,2026-03-28,Completed,Head Office,301.04,2
686,6,2025-11-04,Completed,Online,292.11,1
689,3,2026-01-02,Incomplete,Training Center,644.95,4
689,6,2025-11-16,Completed,Head Office,183.36,2
690,5,2025-10-17,Completed,Online,467.91,3
690,4,2025-10-17,Completed,Head Office,312.38,2
690,5,2026-01-18,Completed,Training Center,157.64,1
690,5,2026-09-17,Completed,Training Center,477.58,1
690,2,2026-06-08,Completed,Head Office,887.94,3
691,2,2026-02-20,Completed,Head Office,692.68,2
691,1,2026-05-16,Completed,Training Center,305.56,2
691,2,2026-06-19,Completed,Training Center,763.5,3
692,6,2025-10-19,Completed,Training Center,362.51,2
692,5,2026-09-04,Completed,Head Office,188.11,3
698,4,2026-05-16,Completed,Online,190.22,2
699,3,2026-05-11,Completed,Online,788.1,3
699,3,2026-06-25,Completed,Head Office,832.4,5
701,2,2025-12-11,Completed,Training Center,935.05,4
701,1,2025-11-09,Completed,Training Center,606.89,5
701,1,2025-10-19,Completed,Head Office,917.77,2
701,1,2025-01-26,Completed,Head Office,616.85,2
701,1,2025-07-31,Completed,Online,359.54,4
702,1,2025-05-10,Completed,Head Office,681.22,3
702,1,2025-07-26,Completed,Training Center,785.33,4
702,6,2025-03-13,Completed,Training Center,381.29,2
704,1,2025-12-16,Completed,Online,562.89,2
704,1,2026-05-30,Completed,Head Office,384.58,3
704,1,2025-10-08,Completed,Training Center,312.35,4
705,1,2026-09-05,Completed,Training Center,334.0,4
705,6,2026-05-05,Completed,Training Center,453.98,1
705,6,2025-12-09,Completed,Training Center,418.71,2
707,5,2026-01-17,Completed,Online,583.47,1
707,5,2025-12-07,Completed,Training Center,299.78,1
707,2,2026-08-14,Incomplete,Head Office,669.25,3
707,5,2026-03-15,Incomplete,Training Center,348.09,3
709,5,2026-03-11,Completed,Training Center,454.95,1
709,4,2025-10-05,Completed,Head Office,185.2,2
710,2,2026-03-16,Incomplete,Online,527.28,3
710,1,2026-09-24,Completed,Online,687.16,5
710,1,2026-07-27,Completed,Training Center,477.86,2
710,6,2026-05-05,Completed,Online,187.02,2
710,6,2025-10-30,Completed,Online,325.11,2
712,5,2026-04-27,Completed,Online,562.93,3
712,5,2025-10-17,Completed,Training Center,183.09,3
712,2,2026-07-19,Completed,Training Center,793.98,2
714,5,2025-12-26,Completed,Training Center,530.98,3
714,5,2026-01-06,Completed,Online,161.32,3
714,5,2026-05-19,Completed,Online,474.16,3
715,6,2026-07-03,Incomplete,Training Center,351.16,2
715,1,2026-03-28,Incomplete,Online,877.61,4
716,6,2026-09-11,Completed,Head Office,472.34,1
716,1,2025-12-17,Completed,Head Office,719.41,4
716,6,2025-10-04,Completed,Online,261.6,2
717,5,2026-08-05,Completed,Head Office,226.35,3
717,5,2026-03-12,Completed,Training Center,306.44,2
717,4,2025-11-04,Completed,Online,397.4,2
720,5,2025-05-17,Incomplete,Training Center,432.26,3
720,4,2025-04-23,Completed,Head Office,440.38,1
720,5,2025-05-08,Completed,Training Center,245.69,1
721,5,2026-01-07,Completed,Online,551.57,3
721,5,2026-04-28,Completed,Head Office,254.34,1
721,4,2025-10-08,Completed,Training Center,374.43,2
721,5,2026-04-24,Completed,Head Office,343.24,1
722,5,2026-06-01,Completed,Training Center,323.18,1
722,5,2025-12-23,Completed,Online,171.55,1
723,5,2026-07-08,Completed,Training Center,410.19,2
723,5,2025-09-24,Completed,Online,147.03,3
723,5,2026-07-11,Completed,Head Office,454.74,1
723,2,2025-08-09,Completed,Training Center,568.63,4
724,4,2025-09-30,Completed,Head Office,579.48,2
724,4,2026-03-30,Completed,Head Office,267.43,2
724,5,2026-01-10,Completed,Online,277.97,1
724,5,2025-10-03,Completed,Training Center,286.71,2
725,3,2026-03-20,Completed,Online,518.33,2
725,6,2026-02-12,Completed,Training Center,492.77,1
725,6,2025-12-01,Completed,Training Center,165.37,2
727,3,2026-01-31,Completed,Head Office,817.55,4
727,3,2026-07-12,Completed,Head Office,642.38,2
727,3,2025-10-19,Completed,Head Office,564.6,2
727,3,2026-08-29,Completed,Training Center,788.43,4
727,2,2026-08-13,Completed,Head Office,999.68,3
727,1,2026-09-04,Completed,Head Office,675.4,4
728,5,2025-12-09,Completed,Online,429.35,1
728,5,2026-01-25,Completed,Training Center,581.07,2
729,4,2026-03-24,Completed,Training Center,445.15,3
729,2,2026-02-23,Completed,Online,632.85,2
730,2,2026-03-17,Incomplete,Head Office,690.44,4
730,3,2026-07-19,Completed,Online,698.19,5
730,1,2025-11-25,Completed,Training Center,667.33,4
731,3,2026-08-23,Completed,Online,872.79,2
731,2,2026-04-19,Completed,Training Center,828.25,3
732,5,2026-04-02,Completed,Training Center,427.91,3
733,3,2026-04-13,Completed,Head Office,581.25,2
733,3,2026-03-26,Completed,Training Center,816.99,2
733,2,2026-01-14,Completed,Online,982.26,4
733,6,2025-11-15,Incomplete,Head Office,477.8,2
734,2,2026-07-20,Completed,Online,596.13,2
734,4,2026-09-06,Completed,Online,248.85,2
734,3,2026-03-06,Completed,Head Office,718.03,4
738,5,2026-09-05,Completed,Online,136.96,1
738,5,2026-01-23,Completed,Training Center,181.76,1
741,1,2025-03-13,Incomplete,Head Office,568.2,2
741,2,2025-08-31,Completed,Training Center,906.87,2
741,1,2025-06-14,Completed,Online,553.53,4
741,1,2025-10-16,Completed,Training Center,525.09,5
742,3,2025-11-15,Incomplete,Head Office,528.07,2
742,3,2026-06-17,Completed,Head Office,948.77,3
743,6,2025-10-12,Completed,Training Center,320.69,1
743,3,2026-02-25,Completed,Training Center,573.23,2
743,6,2026-04-18,Completed,Training Center,483.71,1
743,2,2026-03-14,Incomplete,Head Office,488.01,3
744,1,2026-03-28,Incomplete,Head Office,453.96,2
744,6,2026-02-21,Completed,Training Center,243.84,2
744,4,2026-05-25,Completed,Head Office,124.58,1
744,1,2026-06-25,Completed,Training Center,543.75,3
744,1,2025-12-23,Incomplete,Head Office,513.37,2
746,5,2026-07-10,Incomplete,Training Center,149.55,2
746,4,2026-06-02,Completed,Head Office,484.69,2
747,5,2026-03-30,Completed,Online,384.21,1
747,5,2026-03-31,Completed,Training Center,104.64,2
749,5,2026-08-08,Completed,Training Center,452.01,1
749,4,2026-04-19,Completed,Training Center,449.23,1
749,4,2025-12-29,Completed,Head Office,453.69,3
749,4,2026-06-22,Completed,Online,131.64,1
749,5,2026-03-14,Completed,Online,267.35,3
749,4,2026-01-04,Completed,Online,188.57,3
752,1,2025-10-19,Completed,Online,302.35,2
752,1,2025-04-28,Completed,Online,333.16,5
754,5,2026-07-18,Incomplete,Training Center,495.1,1
754,2,2026-09-19,Completed,Online,583.93,4
754,2,2025-12-25,Completed,Online,948.44,3
754,2,2026-07-28,Completed,Training Center,580.51,2
754,5,2025-11-02,Completed,Online,495.23,2
757,6,2025-12-16,Completed,Head Office,273.96,2
757,5,2026-01-15,Completed,Training Center,334.57,2
758,4,2025-10-12,Completed,Training Center,319.09,3
758,4,2026-05-04,Completed,Training Center,545.17,1
760,4,2026-08-17,Completed,Training Center,477.08,1
760,3,2026-08-07,Completed,Online,832.86,3
760,4,2026-06-22,Completed,Head Office,222.5,3
762,6,2026-02-19,Completed,Online,454.2,1
763,1,2026-05-04,Completed,Training Center,392.48,4
763,1,2026-03-03,Completed,Online,999.34,2
764,4,2026-06-12,Completed,Training Center,587.13,2
764,5,2026-08-20,Completed,Head Office,211.98,3
766,5,2026-04-25,Completed,Head Office,196.57,1
766,5,2025-12-03,Completed,Head Office,522.59,3
769,1,2026-04-16,Completed,Online,722.92,5
769,4,2025-10-09,Completed,Training Center,486.01,2
769,1,2026-09-17,Incomplete,Training Center,886.59,3
769,1,2025-10-06,Completed,Online,879.93,3
771,5,2025-12-31,Completed,Head Office,335.82,3
771,6,2026-06-29,Completed,Online,385.95,2
772,4,2026-06-11,Completed,Head Office,439.82,1
772,1,2026-07-02,Completed,Training Center,604.55,2
775,2,2026-07-12,Completed,Head Office,466.82,2
775,6,2026-06-11,Completed,Head Office,347.92,1
775,6,2026-06-05,Completed,Online,365.0,2
776,3,2026-08-22,Completed,Head Office,654.11,2
776,2,2026-05-15,Completed,Head Office,809.92,2
776,4,2026-05-02,Completed,Online,423.34,2
780,1,2025-06-18,Completed,Online,863.46,5
780,2,2025-12-17,Completed,Training Center,750.84,2
781,5,2025-12-11,Completed,Online,423.59,3
781,5,2026-06-28,Completed,Online,164.97,3
781,5,2026-04-03,Incomplete,Head Office,141.78,2
781,5,2026-01-28,Completed,Head Office,193.91,1
781,5,2026-02-27,Completed,Online,155.73,2
783,4,2026-02-26,Completed,Online,101.97,3
783,5,2026-05-12,Completed,Head Office,598.13,1
783,5,2025-12-21,Incomplete,Head Office,310.5,1
784,1,2026-01-14,Incomplete,Training Center,681.35,4
784,1,2026-06-07,Completed,Head Office,332.88,5
784,1,2026-01-04,Incomplete,Training Center,438.34,5
785,5,2026-02-28,Completed,Head Office,187.25,3
785,4,2025-12-30,Incomplete,Head Office,108.1,2
786,4,2026-06-25,Completed,Training Center,291.94,3
786,5,2025-12-07,Completed,Head Office,386.63,1
786,4,2026-05-28,Completed,Head Office,133.4,2
